Australia	https://sws.geonames.org/2077456/
Bergen (Norge (NO))	https://sws.geonames.org/3161732/
Beveren-Waas	https://sws.geonames.org/2802031/
Brussel ?	https://sws.geonames.org/2800866/
Charleroi ?	https://sws.geonames.org/2800481/
China?	https://sws.geonames.org/1814991/
Flandern	https://sws.geonames.org/3337388/
Haarlem	https://sws.geonames.org/2755003/
Helsingfors (Finland (FI))	https://sws.geonames.org/658225/
Hindelopen	https://sws.geonames.org/2754059/
Hoogstraten	https://sws.geonames.org/2795398/
Israel	https://sws.geonames.org/294640/
Kolhapur	https://sws.geonames.org/1266285/
Kortrijk	https://sws.geonames.org/2794055/
Lebanon	https://sws.geonames.org/272103/
MOl	https://sws.geonames.org/2791067/
Macedonia	https://sws.geonames.org/718075/
Macedonia, Greece	https://sws.geonames.org/6697811/
Nederlands Indië (vml.)	https://sws.geonames.org/1643084/
Norrbotten, Norrbotten, Överkalix, Överkalix (Sverige (SE))	https://sws.geonames.org/603822/
Saudi Arabia	https://sws.geonames.org/102358/
Scotland	https://sws.geonames.org/2638360/
Skåne, Skåne, Malmö, Malmö, Helsingborg (Sverige (SE))	https://sws.geonames.org/2678287/
Skåne, Vemmenhögs hd (Sverige (SE))	https://sws.geonames.org/2678287/
Sri Lanka	https://sws.geonames.org/1227603/
Sydkorea (KR)	https://sws.geonames.org/1835841/
Temse	https://sws.geonames.org/2785778/
Ungern (HU)	https://sws.geonames.org/719819/
Uppland, Väddö/Häverö skeppslag, Häverö (Sverige (SE))	https://sws.geonames.org/2661886/
Volendam	https://sws.geonames.org/2745340/
Voorburg	https://sws.geonames.org/2745321/
Waalwijk	https://sws.geonames.org/2745123/
Willebroek	https://sws.geonames.org/2783632/
Burma	https://sws.geonames.org/1327865/
Corfu, Greece	https://sws.geonames.org/2463679/
Croatia	https://sws.geonames.org/3202326/
Dalarna, Boda, Ovanmyra (Sverige (SE))	https://sws.geonames.org/2661886/
Dalarna, Boda, Ovanmyra (Sverige (SE))	https://sws.geonames.org/2661886/
Dalarna, Mora (Sverige (SE))	https://sws.geonames.org/2691395/
Grekland (GR)	https://sws.geonames.org/390903/
Griekenland	https://sws.geonames.org/390903/
Jämtland (Sverige (SE))	https://sws.geonames.org/2703330/
Lappland, Gällivare, Norrkaitums lappby (Sverige (SE))	https://sws.geonames.org/2661886/
Meer	https://sws.geonames.org/361468/
Parijs (departement)	https://sws.geonames.org/2988507/
Pescocostanzo	https://sws.geonames.org/3171136/
Sint-Niklaas	https://sws.geonames.org/2786578/
Sint-Truiden	https://sws.geonames.org/2786545/
Slovakia	https://sws.geonames.org/3057568/
Småland, Västbo hd, Ås (Sverige (SE))	https://sws.geonames.org/6692538/
U.K.	https://sws.geonames.org/2635167/
Vienna, Austria	https://sws.geonames.org/2761369/
Berlijn	https://sws.geonames.org/2950159/
Bretagne (regio)	https://sws.geonames.org/3030293/
Calais	https://sws.geonames.org/3029162/
Charleroi	https://sws.geonames.org/2800481/
Dalarna, Ål (Sverige (SE))	https://sws.geonames.org/8132716/
Duitsland ?	https://sws.geonames.org/2921044/
Enschede	https://sws.geonames.org/2756071/
Estland (EE)	https://sws.geonames.org/453733/
Ghana	https://sws.geonames.org/2300660/
Greenland	https://sws.geonames.org/3425505/
Halland, Halland, Laholm, Laholms stad (Sverige (SE))	https://sws.geonames.org/8128519/
Hannover (Tyskland (DE))	https://sws.geonames.org/2910831/
Ieper	https://sws.geonames.org/2795100/
Ierland	https://sws.geonames.org/2963597/
Indien (IN)	https://sws.geonames.org/1269750/
Krakow	https://sws.geonames.org/3094802/
Lyon	https://sws.geonames.org/2996944/
Nederand	https://sws.geonames.org/2750405/
Rome, Italy	https://sws.geonames.org/3169070/
Scheveningen	https://sws.geonames.org/2747599/
Skåne (Sverige (SE))	https://sws.geonames.org/3337385/
Skåne, Skåne, Trelleborg, Trelleborg (Sverige (SE))	https://sws.geonames.org/2667402/
Taiwan	https://sws.geonames.org/1668284/
Tanzania	https://sws.geonames.org/149590/
Temse ?	https://sws.geonames.org/2785778/
Thrace, Greece	https://sws.geonames.org/6697803/
Värmland, Värmland, Filipstad, Filipstad (Sverige (SE))	https://sws.geonames.org/2715081/
Aerdenburg	https://sws.geonames.org/6544770/
Agadir	https://sws.geonames.org/2561668/
Alaska	https://sws.geonames.org/5879092/
Albania	https://sws.geonames.org/783754/
Argentina	https://sws.geonames.org/3865483/
Astypalaia, Greece	https://sws.geonames.org/264408/
Bologna	https://sws.geonames.org/3181928/
China ?	https://sws.geonames.org/1814991/
Dalarna (Sverige (SE))	https://sws.geonames.org/2699767/
Düsseldorf (Tyskland (DE))	https://sws.geonames.org/2934246/
Gradac	https://sws.geonames.org/11054603/
Hindeloopen	https://sws.geonames.org/2754059/
Hälsingland, Bjuråker (Sverige (SE))	https://sws.geonames.org/2661886/
Hälsingland, Ljusdal (Sverige (SE))	https://sws.geonames.org/2661886/
Jämtland, Frostviken, Gäddede (Sverige (SE))	https://sws.geonames.org/2661886/
Lappland, Torne lappmark, Jukkasjärvi, Saarivuoma Lappby (Sverige (SE))	https://sws.geonames.org/2661886/
Lund	https://sws.geonames.org/2693678/
Marrakech	https://sws.geonames.org/2542997/
Megara, Greece	https://sws.geonames.org/257365/
Nis	https://sws.geonames.org/787657/
Polen	https://sws.geonames.org/798544/
Preussen (Tyskland (DE))	https://sws.geonames.org/2921044/
Småland, Jönköping, Nässjö, Nässjö (Sverige (SE))	https://sws.geonames.org/6692538/
Västra Götaland (Sverige (SE))	https://sws.geonames.org/3337386/
Zakopane	https://sws.geonames.org/3080866/
Algerije	https://sws.geonames.org/2589581/
Antwerpen - Deurne	https://sws.geonames.org/2799478/
California	https://sws.geonames.org/5332921/
Chile	https://sws.geonames.org/3895114/
Chios, Greece	https://sws.geonames.org/259973/
Colombia	https://sws.geonames.org/3686110/
Dalarna, Floda (Sverige (SE))	https://sws.geonames.org/8132714/
Dalarna, Orsa (Sverige (SE))	https://sws.geonames.org/2686378/
Hasselt	https://sws.geonames.org/2796491/
Honiton	https://sws.geonames.org/2646658/
Java	https://sws.geonames.org/1642668/
Kanton (Kina (CN))	https://sws.geonames.org/1809858/
Karpathos, Greece	https://sws.geonames.org/260895/
Kenmare	https://sws.geonames.org/2963522/
Kristiania (Norge (NO))	https://sws.geonames.org/3143244/
Metsovo, Greece	https://sws.geonames.org/257083/
Oelegem	https://sws.geonames.org/2789943/
Peloponnese, Greece	https://sws.geonames.org/6697807/
Sankt Gallen (kanton)	https://sws.geonames.org/2658822/
Shanghai	https://sws.geonames.org/1796236/
Skåne, Bara hd, Tottarp, Kabbarp (Sverige (SE))	https://sws.geonames.org/2678287/
Soufli, Greece	https://sws.geonames.org/734187/
Spanien (ES)	https://sws.geonames.org/2510769/
Uppland, Stockholm, Lidingö, Lidingö, Hagstigen 1b (Sverige (SE))	https://sws.geonames.org/2673730/
Venetië	https://sws.geonames.org/6542284/
Värmland, Örebro, Degerfors, Degerfors, Degerfors (Sverige (SE))	https://sws.geonames.org/2661886/
Warszawa (Polen (PL))	https://sws.geonames.org/756135/
West-Duitsland	https://sws.geonames.org/2921044/
Anti Atlas	https://sws.geonames.org/2546904/
Arizona	https://sws.geonames.org/5551752/
Beveren	https://sws.geonames.org/2802031/
Bolivia	https://sws.geonames.org/3923057/
Bosnia and Herzegovina	https://sws.geonames.org/3277605/
Broek in Waterland	https://sws.geonames.org/2758258/
Dalarna, Nås, Överborg (Sverige (SE))	https://sws.geonames.org/2661886/
Damascus	https://sws.geonames.org/170654/
Dongen	https://sws.geonames.org/2756723/
Duitsland (vml. West-)	https://sws.geonames.org/2921044/
Europa	https://sws.geonames.org/6255148/
Fez	https://sws.geonames.org/2548885/
Genève	https://sws.geonames.org/2660646/
Georgia	https://sws.geonames.org/614540/
Geraardsbergen ?	https://sws.geonames.org/2797638/
Hamburg	https://sws.geonames.org/2911298/
Hoorn	https://sws.geonames.org/2753638/
Kermanshah	https://sws.geonames.org/128226/
Lappland, Gällivare, Sörkaitums Lappby, Liikavaara (Sverige (SE))	https://sws.geonames.org/2661886/
Leeuwarden	https://sws.geonames.org/2751792/
Loutraki, Greece	https://sws.geonames.org/258066/
Marokko	https://sws.geonames.org/2542007/
Parijs ?	https://sws.geonames.org/2988507/
Schilde	https://sws.geonames.org/2787048/
Shiraz	https://sws.geonames.org/449583/
Skåne, Ingelstads hd (Sverige (SE))	https://sws.geonames.org/2678287/
Småland, Sunnerbo hd, Vrå, Hyhult (Sverige (SE))	https://sws.geonames.org/6692538/
Soerabaja	https://sws.geonames.org/1625822/
